HplYk367S1EV6uywIIK5-w,Joe,user,0,0,1,3,4.33
IwDii1N3yCTXsgs4Nm2OEQ,Bari,user,0,1,0,3,5.0
sGL10Y44CVzzKNkLVeHOEQ,Dana,user,3,6,1,11,3.55
UF4IY9O6EaVo-hS5FqMsiA,Marisa,user,142,209,135,193,3.91
mmLIP0mFRbDgRjlKvJSAQw,Art,user,1,9,1,3,2.5
j9CYALELapJci8kQ61_7Cg,Nicole,user,0,1,0,5,4.25
Q9YX5k3ICwUYGkMjADSokQ,Melvyn,user,6,6,5,13,4.31
PyOkV3pQ1aw__O4VAWmvcw,FC,user,3,4,1,3,2.33
F6uG2OxXVNkAhuM24n3ZGg,Derek,user,0,2,0,2,3.0
Acl3hg7RPM6tj4zkPvdz1Q,John,user,1,2,0,2,3.0
dYtkphUrU7S2_bjif6k2uA,Junk,user,356,359,268,267,3.3
jgOtDM_CSVHoWhlf3JxUzQ,Alan,user,0,1,0,3,4.33
rbcbqdr8hV0iv8ISMheE3A,Kai,user,94,166,95,214,3.81
ZAbccZRkyprv9jA5JIqEAw,Rach,user,2,0,0,5,5.0
1NppMyL-2RXQvHUExIjxdA,Mike,user,15,52,11,90,3.52
cMmQsFyrYBv6hIE6NffqZQ,D,user,18,89,26,79,3.81
eSAmN-5RAu8y1igSvz_yJw,Eddie,user,444,970,728,252,3.95
VKOREbYBDBK5oaorb6j6mQ,kelly,user,17,24,17,23,4.13
LRsJbMmLXcMpZ3Fqcys0vA,Glenn,user,1,4,0,8,3.88
n4RPA0Cuem4ygQxPIdLBLQ,Stephanie,user,33,117,52,130,3.91
qQxDnjMexrsfltQV7I1mJw,Russ,user,1,24,10,21,3.81
pYfB2Asdqg5ampdmqEjdzA,Angie,user,0,1,0,1,5.0
-aCl04VaJ4FWzo7y2diKZg,Alex,user,0,0,0,1,5.0
TGQRbUuikgzO2ARVicH1cQ,Debra,user,0,5,1,4,4.75
akmkd_2iLRrbOyPBfYLN0A,Miss Kae,user,87,171,118,59,3.24
f72UJVOllcjgpZdOi7-gkA,M,user,3,12,2,7,3.5
EJeBInfAGoBiVWqXX2YTQg,James,user,1,4,1,3,4.0
rpMb-wEYPevvuaKLIbqrvQ,Ania,user,0,1,0,1,1.0
iIfuhtK9Pu7tLSNbxxoJfg,Lenin,user,0,2,1,2,5.0
BE27SDgLqJTEjVq2p9yZDg,Ryan,user,0,3,0,1,1.0
RqWIxCYG4a42mUCChgMQvA,Mickey,user,0,1,0,1,5.0
IFKDDiyY-ap8DNaSCIwbZQ,Catherine,user,7,11,4,32,3.1
sowwcc9gasFhwsdMgsMzrg,Nicole,user,0,1,0,4,4.75
XYx6ZiTSIpbC3qm_xEm-KA,Ron,user,0,0,0,3,4.33
f_rpabHGZ4SgFZp5_jQ8KA,Ash,user,0,0,0,2,3.0
zKyJDKJwAfWGB4HKXp9snw,Eric,user,29,35,25,36,4.0
owCSYaRJEiV-kk2L2HP00A,SJ,user,0,4,0,2,1.0
uBAMd01ZtGXaHrRD6THNzg,Anthony,user,5,17,7,16,4.33
JopzNRMvBxIc_M5pZfoK7Q,T,user,4,8,3,16,2.38
IBgAJmUpRFt7oxz0A7l80A,Ivy,user,0,3,0,4,3.67
FxEau0b8pC_N7QeZNHZZtw,Justin,user,9,9,2,12,2.8
u74AsCsDA4gSOGHySJTm3w,Rob,user,7,31,7,25,3.56
2QzrMw_uWZuhPFvqie0cmg,Joe,user,0,6,7,8,4.0
6LDJDgd3bllzpeo1JzJSIw,Shelley,user,1,1,0,4,3.25
z-TD7Mf07w8jdS2xbYp0Dw,A,user,6,7,7,5,5.0
_j70DLAT_Unc8uR_PNkp_Q,Jordan,user,5,6,5,5,5.0
S7Zlol5qxWrRGX21Uqs4_A,Debbie,user,1,4,0,1,5.0
ZpRbqGdmhgiENWtw_XQ4OA,Andrew,user,0,0,0,1,1.0
4expbzCvfg4ZEWh8MOD9Cw,Tyson,user,20,49,11,24,3.5
PXLb9RnpfSPRG4nNa1F05Q,Krysti,user,1,3,1,1,5.0
J0jywlzX6xwjDqPewyv7MA,Sharon,user,0,5,3,2,3.5
fM6zztYtf9W5DsXUhy941Q,Mister,user,15,67,25,71,3.65
F3kzrZd3R_z60p5mPeAT-Q,Chrystal,user,1,3,2,3,4.5
Lw2JfTJSlGLJa_qjoeYnbg,Emily,user,0,1,0,5,4.2
TSmeNkbRpG_8REsLeTIwnA,Jeremy,user,16,66,41,70,3.31
rxLztfrLaSOhwl5LTqbqzw,Tiffani,user,1,6,1,4,1.0
GDs9jnBBln3KhU0teNsHDQ,Eric,user,103,179,60,380,3.31
UlF9QddRCygQrmmXuwIFjg,Arnold,user,5,14,5,42,3.87
K-N_hbnmYNt35J35ocjbww,Jack,user,0,0,0,1,3.0
i2srUvYyu0rX8ODt_RKG3w,Mizuagi,user,2,1,0,1,1.0
GN-4LStZtWdAqNjwUUEvNQ,Adam,user,6,26,5,18,3.78
jv9monaBCfX84LIW5gFs2w,Russell,user,1,6,1,2,3.0
3ouCNuKrN3cw3bBZHXdcyQ,Nicole,user,0,3,0,6,3.6
SfXcp7C6lzRgYBiNL6zX7w,Nikolas,user,3,25,3,26,4.27
kfvcQcMouoxlw4bmQebxww,Pam,user,1,4,4,4,3.75
2mQpxWifARjbp7H1rehVrQ,Sal,user,196,578,412,238,3.65
gkLF4m_BlvFRhOuh1OGgyw,Dan,user,0,0,0,1,5.0
7xp8QB-6APuFbiSdEI3-4Q,Terry,user,0,0,0,1,5.0
YyV13Qb7TL-o1rvn_b1VGA,Aaron,user,0,1,0,1,5.0
Cw_f-K74pUnQs-A16itmEg,John,user,0,2,0,3,4.0
weBOpmQtMv8Z_L54gPs3hw,Jennifer,user,0,4,0,9,3.86
nVs5vkTn-rcbpVbnfl_KWw,Mychal,user,1,1,1,1,5.0
Uo74EZEYjOeEfsUpdS3oiw,Billy,user,1,3,0,2,3.5
JiJSN4Ke7om8lkkllKTR5A,Allison,user,3,7,2,21,3.95
AcErO3j0GFTXbdJHbuD2-Q,Ron,user,18,48,21,47,3.79
53AZajKCKZsf-VosN8Dmeg,Colby,user,3,7,3,5,4.0
1O7mOUPJCxB6e5pdyCin4g,AB,user,0,2,0,5,4.0
nu6xTWhL3SVrnxPgJOE73Q,Stephanie,user,1,12,0,7,1.8
xZJO6cRX6OHabaePvPzsXw,Sarah,user,0,4,2,6,4.17
v1ntgoANp9xLxf4u5iJR4Q,Tim,user,0,2,0,2,5.0
bbVdfdqq3_XmWTxrhqPa0Q,Chris,user,1,3,2,4,4.0
oe614PyMdAayDUfWEaFUUA,Barbara,user,20,116,23,88,3.89
Qo8UkUSL5y-MCw50eIACsQ,Daphne,user,2,6,1,18,3.17
sXWvDlMQspjJ1zzr3cEM7Q,Meridith,user,210,907,580,439,3.64
Wg4mxEGEI7Vz8VC0WCI69Q,Joe,user,5,28,11,14,3.62
fJH98Ok6ZlfBmsd0h_HaUQ,Anne,user,0,16,3,8,3.5
hkXeZdoz2uk1ZLORqYQ47w,Richard,user,0,3,2,8,4.12
tHE3AJdBju9VQ0fzbP72dw,Jordana,user,0,1,0,1,5.0
O5dNmqcrCiE7FG7VS3y-Cw,Chase,user,8,39,14,28,3.75
ify3N2NjFX_sjDnslizsvw,Grace,user,1,10,0,26,3.85
oQSK7Poz3Ex95qpsv2EUcg,Donald,user,0,1,0,1,5.0
SFWaDnvJtHPD0pIru1y8wg,Kathy,user,9,28,6,12,3.92
ThZw3MFhwjxU4bjeFL3Pcg,Kelli,user,5,3,1,5,4.6
ZsjBAQiO5lNa_Tzlr3_FlQ,Daniel,user,5,6,5,5,3.8
oFHxCaz9iIkuilTtqlzxEg,Larisa,user,43,209,91,332,3.93
bzE1d8iiwkswuyjqC7r11Q,Jonathan,user,0,1,0,3,3.33
j0KVSX1QWLgjqVoYLjLqEA,John,user,1,16,2,11,4.0
RD2YHSnQCy2iSN_EGo3QdA,Jason,user,3,12,4,4,3.67
nr5-g3HCSidJ9fBoAP39jA,Justus,user,6,21,6,29,3.97
9b7HeM91XY9tIFGFVi7Y5A,Jennifer,user,2,4,1,8,3.71
AIvZS_tQ7y-ADNji1KM9Bg,Cathy,user,1,3,1,4,3.0
iSjr5iewkapr08l5SPAi0A,Jennifer,user,4,8,1,7,1.6
dlcDKOOlGeQ7Cu-6tAiHYg,carrie,user,3,11,3,30,3.93
T2u4D_GmKo5KbDiXLRTcyA,lenoxx,user,6,16,5,15,3.43
AdNbFzW14o88wNo7dTKz6g,George,user,2,2,2,3,3.5
RxX5_RP3hSGpMhGY6y6OiQ,Joe,user,3,9,1,13,4.85
yf8gN_pRFE4c3zs1D72l4g,Staria,user,0,0,0,2,4.0
bWNjCQyTJttofo3dKtTTPQ,Tricia,user,35,140,58,198,3.75
PyhTmEpgkP1CMGJP-bB9DA,Richard,user,0,1,0,1,5.0
4CJGQajGdc8JwFneADetcQ,Jeff,user,2036,3391,2331,1357,3.67
3sfS66tTc2BLmcU959dSsg,Simon,user,2,2,0,14,4.15
p7CS-HdINxXUVxn9Ss09VA,Micah,user,2,35,4,19,4.0
LFLqZT3zTP5nJ0kH_ydVkg,Amy,user,0,4,2,4,2.75
VbkrQcb615YaVp7bFyt5fQ,Tanya,user,52,97,43,31,3.94
JK0mzJWym6AFSrw849bmrQ,Steven,user,2,11,6,11,4.18
ngU1vdwjT2lGOsdTq1JK5A,Steve,user,4,11,4,9,4.22
23zT_daU4O5VcFnajw8MTg,Casey,user,1,31,11,22,4.0
SgLoVOP_KUVQuDDI3PpkFA,Jessica,user,9,22,3,17,3.88
-d12fQpJ6XhN-hPzxeStCg,Kelly,user,0,0,0,1,5.0
TbZ9KAHJGtmV73thmvjygQ,Jennifer,user,1,1,0,2,4.5
83UjWE-VBOoOws1oI4JhfA,Paula,user,1,0,0,3,5.0
4k3-pyX966dnSMuvuBvLjA,Rachel,user,1,14,4,13,3.85
eT1fp_Js2GD5Z-FIt8CC1w,Pam,user,0,0,1,2,5.0
nTFnSwqOpyj5d4IifRa8XQ,alex,user,0,8,1,3,3.67
8Kvmut7tOYkAxa5KPBT3FA,Mary,user,0,1,0,4,3.5
vh85A2GSrIovm3W7CG4R0g,e.,user,4,7,4,4,4.75
4QA8ilDzVnF4j__I6E4T6w,Becky,user,1,6,1,5,2.8
OIEmHXKytEoQfnOu2Ozmgw,P,user,0,1,0,5,4.75
out_4MBKTtOqlXlHOlXwFg,Anne,user,2,19,2,16,3.5
J-H-q2-4AyFM1ILE4MARAA,Terrence,user,0,0,0,1,5.0
gQm2p1gmBPQ4f1sHxgRlbw,Conrad,user,0,9,3,6,5.0
TGZknBtL5dyiuoThHSKmMg,Nicole,user,0,2,0,2,1.0
GIBTgFC8amRa295ozndJIQ,Charles,user,1,0,0,2,4.0
lzutD82kSsk55M7XEId6GA,Patty,user,0,3,1,2,4.5
N56tE_bSNVAgk59avW-TFA,Mary,user,0,3,1,6,4.83
Qx6Kq92S72-tik94Hfn0UA,Madinah,user,1,5,3,2,5.0
zGsGvKgD-5ZtXNzTagjbkQ,Sue,user,1,1,0,2,1.0
vz05hlteS6XvnczIInsnqw,Corey,user,7,30,11,40,3.73
umHlSGfbPXti-VOinu7fkQ,Catherine,user,0,7,1,5,4.0
8McyBeTdW7D4BG87Tv41WQ,Carol,user,1,5,3,13,4.58
ew-YiTn2fJH0IyjXSltKBQ,Michelle,user,0,1,0,2,5.0
g5hVihQ30Nn-XoswvlvMvQ,Nanette,user,0,0,0,4,2.33
lw_Lj1XjPjOYrDIkDEcDzg,Kimberly,user,2,3,3,10,4.2
6dDBJ5G-C5lcuLeUAwwdvQ,Evan,user,0,0,0,1,4.0
VFcEaZC5ojcgA0RIcukggA,B,user,2,4,1,3,4.0
cKFd4AkPGpOkEy9zR_7O5w,Alyssa,user,1,4,0,13,3.92
sv6o8BdnMM8UB-KTH6N7kw,Cheryl,user,0,0,0,1,5.0
O8tNWUq6vPmvq2YTVD8hlA,Jill,user,349,776,402,258,4.12
F98yAgA43QQR0woD80Voaw,Jean,user,0,1,0,2,2.5
chHirosDitN1crv1thxA6w,Amy,user,0,1,1,2,5.0
ShQZSh_0Be48sy-JQOb5dg,Erin,user,3,29,4,43,3.67
jd_A8MB3M33Xy9Dd7UJ7_Q,Cassandra,user,4,8,1,10,3.7
Igu8LjeJunbmmsZycWZuEA,Jay,user,0,1,0,3,2.33
F5ACaWQvyUQ2HH7-YIkdkw,Charles,user,3,5,1,4,1.75
aNtYQW1GoDXlLzEsEmoR3w,Mia,user,0,0,0,1,1.0
e1a1i8aFuFeSn2dJbKycmw,Ovi,user,0,0,0,1,3.0
sNek-w3xKlwit6q_JpnT7Q,Jamy,user,4,14,5,23,3.83
SH9lxmHsiUxQ-2Ic7A0Bcw,Alex,user,0,1,0,5,4.5
Kc6eyirhmOH8vXBljMXDCg,Sandra,user,5,17,8,10,2.62
IWCF21myBYma3Cmb_9Z8LA,Mini,user,0,4,0,9,3.38
UG4Mj3GJs4PpnFlF6z7g1Q,Kayla,user,1,6,1,5,3.4
_D1zyYMjll4almoGZjBmkA,Lydia,user,1,5,1,5,5.0
oYiskdGb0XYT2NjRb-s_qg,Jeri,user,0,12,0,9,3.0
vtfOF92rj8kXGRlMPiprWg,Law,user,80,84,65,100,3.45
hWM1k9RNkPH9oCcoVS1ftQ,Melanie,user,6,35,11,43,3.74
15J3D1xNze1NbO2SoqAQfg,Frank,user,1,2,2,6,4.4
o99g5QZpt_wc4bk1uvEH7w,Peter,user,3,16,1,10,4.0
bgjGWDjAxqIPF7BJBUps2A,Molly,user,16,66,14,24,2.57
iY_jDdD4BrRMSYgn3tCDtQ,Stu,user,2,6,4,5,4.0
nAjxNm5aWD60h6qy2bMacQ,Stef,user,0,1,0,3,4.33
US3AZyMVZJxg_3Tzs4xoEA,Julie,user,5,9,3,15,2.8
2qHG0PbNhP2GYv5ITnSFRQ,Lilian,user,0,2,1,2,3.0
nUGV1dVjO84ZI3nplRbwFQ,Luke,user,1,19,4,5,4.2
R5jIAytpLfAPwsIpsViEsQ,Scottsdale,user,0,0,0,1,1.0
yTvUoE-kAg6l11mGkdJFJA,Thomas,user,2,8,3,4,3.75
DYs-7UH4lhgjvGe4d8huvA,Laurie,user,0,2,0,3,2.0
7OqeO0eqe805StjppUvUFA,Kaity,user,35,128,47,68,3.35
0bf_zvgBrEOnx7TLh8dxOQ,Tony,user,12,63,47,173,3.63
JvVYWmY3xmiu5cpbsGfTaA,Matt,user,0,1,0,2,4.0
TD5LHxKwYJWkSVjxx8y2pg,Kalika,user,3,0,0,2,2.0
ATlqgcQwb3XzvDnq3Lv-0A,Ryan,user,24,92,27,133,3.72
MAvkqp_gDtKYU1d981XnwA,Kyle,user,6,30,10,24,3.96
POPVwe5sCm-SQZVkBo8S2w,Sean,user,4,18,2,43,4.05
8D408fDn0twwIW6FZ42YWg,Kathy,user,14,46,9,26,3.15
c-nW0Acxj4mbX47XSpmJPg,emi,user,12,27,6,37,3.62
qm5xGd3d47RfLWib0ryMAg,amanny,user,26,41,21,18,3.83
6SLj8XiCdqeR_DHR2JmEdw,Laurie,user,1,2,3,3,4.0
fl3mDJ62rLlKIdF39Lv8MQ,Chris,user,3,3,2,6,3.33
btv7I8PxSgF4GQFIDq4rYA,Stacy,user,0,2,1,1,5.0
NdytAQjOvVt1Ro8-Z99ngw,Tara,user,1,14,2,14,3.86
-nt-buRWQvDsbXuvhole0w,Robin,user,20,36,10,34,2.76
VDay0jaCPqADA2PIYco0uw,Courtney,user,0,3,0,1,2.0
pYsYs7eQ9SWqAaQS0xoRLA,Greg,user,3807,4704,4135,412,3.65
Dw8c5RaDIvbQ16eubug6rQ,Jim,user,2,1,0,1,5.0
1u_jzMe9q3rHLUr8wb_GdA,Mindy,user,1,2,3,17,4.81
UiEyQ_x2wNF6Ad8KFdoZ_A,Patty,user,0,1,1,3,5.0
_FbZ1gXZL349iiz5D8gz2Q,Chris,user,10,34,14,22,3.64
Ryy5lzNOevuI3aEc95768Q,Joe,user,3,4,2,8,5.0
SnbTDuEJZ3bvarb2L0Ykrw,Ryan,user,0,2,1,9,3.78
P-lfV8cdAgEOZJkw2dJpsw,David,user,6311,9219,9884,1033,3.92
cCQberZUpkXgdGtCoqTvMg,Patrick,user,0,3,0,3,3.67
-hSy455NBx_lQ3SeQioq2Q,Dennis,user,3,23,4,26,3.65
vewaAGn2n53naTA1a2WP_A,Stacy,user,0,12,1,5,4.2
Z18eLwQq7SYPd02nPo7juA,Andrew,user,0,2,1,1,5.0
xJmdrh4uEDAKf-2KjRArHg,Jack,user,1,1,1,6,3.4
uEG5uD9wMJixGWxaq34IEw,Steven,user,82,194,85,139,3.64
PESZTjx1dw1XFdZp972qbA,Brian,user,2,2,3,5,4.2
0PDyF0G9HNEkC4qT2cSQFA,Mike,user,1,5,1,8,3.29
q6wboZhfNXd9dI57ct0XIw,Munaf,user,0,0,0,1,4.0
f-_7wdkiXOc9TEfa4ZJEwA,Daina,user,0,1,0,8,4.62
0w7AQaUnSQztBbt4JT9k5w,Samantha,user,1,3,2,8,4.0
jfXT_8J_EQnJVa4sJ3z6hg,Leang,user,431,1543,770,1314,3.8
96Re6vNVUJcozL0FEzO-Nw,Donna,user,0,0,0,3,4.67
TPxhtgj6BzpKBih2G5EHIQ,Rachel,user,8,7,2,6,2.6
iP2sk2ek0sDyWJIZyU4j2g,Kristen,user,0,1,1,2,5.0
d0KoBZ8tnsMzb2iG45vG-g,Amanda,user,0,7,2,18,3.33
74BsmOZHUUdsvzYtGtlRiw,Jennifer,user,270,489,334,347,3.81
ZjP38OJwq604QnBzDxVlSA,Kalia,user,6,4,3,7,4.14
mYhWH6RExfM_EpMR_uUozQ,Walton,user,1,6,2,28,4.25
uyUfGVoOwQVtpBEhVCVcbw,K,user,1,1,0,2,5.0
8Uuwc4VaupFWvlGRwOZ31w,C. Edward,user,2,24,4,26,3.88
VdL4eS8fAWCNInNtMvd-tw,Rocky,user,0,2,0,17,2.82
jQcGFSO18cicLzCtjhvGBA,Kari,user,1,4,4,5,4.8
XoNSmEkutP_17dO7HLYc1Q,Maria,user,12,65,12,31,3.23
3QaC0Ljl2hWLdL_jzt6nJA,Roy,user,2,6,3,16,4.31
cRDmScDj6j_jPlyZn27bXA,Brad,user,2,4,0,11,2.7
dVXdgn9PKvSozekkyhi16Q,David,user,0,2,0,3,4.67
fCAuRQFkaN3UEebkfgpHUw,April,user,3,2,2,8,4.5
I5AcIAujn4X0fzjq-CTLBg,Shelton,user,1,2,1,4,5.0
FGFYZUNgWcyBpWWH-1aauw,jay,user,0,1,0,1,5.0
Bw9aoRUhoog-AtVnDBw_eA,Johnathan,user,1,4,1,7,4.43
YCaqPOlG6CfKOSXUGAKicA,Gidget,user,0,0,0,2,2.0
-txH2zJSBZQHO6RWvoWXuQ,Jacqui,user,155,243,267,58,4.05
jmquyMQUHSuS8IQkv5PyYg,Penelope,user,4,11,9,7,4.83
jyu9ThrwLGgVE1csLKR1Yw,C,user,1,8,5,13,3.77
6Oko6gNlXvknpF27R1FWOA,Rob,user,2,1,1,5,3.0
dDH8DGz2-PG558RHu5rWDQ,Dan,user,0,3,3,8,3.14
IwZkZmCpc2D7DslEogiBYg,Penny,user,0,1,0,1,4.0
1g-nGTPpg3_pjYbkgRI9jQ,Joe,user,0,0,0,1,4.0
x8n40c7W1MTWTTXsI2TxTw,Jane,user,22,56,30,50,3.9
tdNV2Wb0LrFpm1Yfov_Klw,Deb,user,1511,2519,2110,357,3.91
TouZvN0GpE8Ngm8_cWOK1w,Chris,user,5,6,3,9,4.0
P1gw1GkB7Kye4LK52a9kXA,Marlena,user,3,14,1,6,3.0
gQhHDBekmBHSKdQ2j5mmQg,Gretchen,user,7,23,9,61,3.15
nWp3eeRsjv1ol3wCt3Ry7Q,Sveta,user,0,5,0,6,2.67
SZxqMdlFbidxrxjiCDzryQ,Patrick,user,1,6,1,5,3.2
Fjs6c1PwzY1YbTcuAyubCQ,Mark,user,5,15,9,32,4.0
AVHseP2_PaUlCWhSsS7oKg,Jason,user,2,1,0,3,3.5
t6u29OyVPTIDI-RUlmp-WA,John,user,5167,6491,5858,1790,3.33
5hOiRU4n02xNvxsfKKoznA,Kristin,user,3,8,5,9,3.44
KwYxQgDFvM24DYXSVfEraA,T,user,0,2,0,3,1.0
i4MKtZoii8WCSq518WvIkw,Brittany,user,37,144,75,60,4.1
oeQjThrGQAQIHWN2qBeERw,david,user,7,29,10,29,4.21
mQba83gB018LlGt51r80ZQ,Dan,user,66,169,80,106,3.82
3qgnVSizS98l5yZXGOW_sg,Kirsten,user,1,1,2,1,5.0
qnMSU4fQFauVQGLCotjlww,Joell,user,0,0,0,1,5.0
j2mGvnnXhp_fUxiNIoH6KQ,A.,user,8,25,7,27,3.44
dPPa8QTRDT-6-LfRYQeIHQ,Paul,user,4,3,1,7,3.29
rUkjzVMimlyQ5n6iePQ5FQ,F,user,2,16,2,24,4.04
WYfVgKWdSHr8NoOEjnf8BA,David,user,18,86,30,174,3.62
VW7x5Jo1Yi0c34-kOT63pQ,Daniel,user,1,4,0,1,1.0
gY-ne6NPsUzCdeWJonLhzQ,Dennis,user,12,31,16,23,3.43
r8Jtn1IXRsZEddyYLdczDA,Tom,user,0,4,0,4,3.75
8AmFNpqDOvj5Yjfhxpysvw,Mike,user,1,18,1,51,3.86
NwsZvz90aj-bUg5hjyJmWg,Christopher,user,12,49,7,27,3.26
r3tb0RdVAx0wiGWFLv0t8g,Dyl,user,0,4,2,2,4.5
PKZvqm3IeWiWBYoDDoEG4w,p,user,0,5,0,10,3.22
yvvtblpPi_QH41Jm6ari0w,Sarah,user,18,49,16,5,4.0
HrJ2gJ-J-WuoUKTAz_02Aw,alfred,user,9,25,5,20,3.2
c4Frs03yozdJJ3uvuSAp3A,Penny,user,0,4,0,9,4.44
FX7xoins2KhtC7y79BEU9g,Patricia,user,1,5,0,16,3.38
F28hTTLhM5sEtIc8k7KQVw,Beverly,user,0,8,1,5,5.0
kak_OB_Bb3VFDSguCdHN3w,nancy,user,0,0,0,1,5.0
lS6LniF_pemBHBzigzWBbg,Jessica,user,0,3,0,2,1.5
nxW7C0VHPYBkbuyDqBkG-g,Kyle,user,1,4,1,1,3.0
KMIRiJOWb6yQk_RQXyOijg,Betsy,user,0,1,0,1,5.0
oUGmoziFCwNi2oUHB54SGg,Allen,user,4,26,5,23,4.26
3CiFPZtiIgzxwE3Oz8N9lA,Kimberly,user,0,1,0,1,1.0
4GzBe-7iyLaCFHfqbChXyw,Diane,user,3,3,0,7,2.43
ebsr5Hg2hE99-iEzSRPdBg,Glenn,user,6,25,18,9,4.0
IMNHojI9CeW1NBmYVqyGWg,James,user,2,9,0,16,3.62
HAV50pwRVkmu8ZHD0bbZHQ,Nic,user,1,7,0,10,3.2
